#Frame         mn_hd1       mn_hd2       mn_hd3
   11268       2.3880       2.1137       2.3017
   11269       2.5988       2.1149       2.4548
   11270       2.5017       2.3130       2.2592
   11271       2.4366       2.2119       2.2717
   11272       2.2509       2.2494       2.1354
   11273       2.5477       2.1395       2.2182
   11274       2.4468       2.2552       2.3961
   11275       2.4563       2.2611       2.3188
   11276       2.5494       2.3589       2.1858
   11277       2.4219       2.4188       2.2673
   11278       2.3649       2.3145       2.3859
   11279       2.4494       2.3172       2.1982
   11280       2.6946       2.3741       2.2280
   11281       2.4306       2.1100       2.0135
   11282       2.3672       2.2391       2.3205
   11283       2.3730       2.3371       2.2083
   11284       2.4311       2.2825       2.1651
   11285       2.3941       2.4350       2.2694
   11286       2.5497       2.2554       2.1776
   11287       2.3233       2.2743       2.2892
   11288       2.1694       2.3447       2.2332
   11289       2.3971       2.2003       2.4164
   11290       2.2157       2.2064       2.3442
   11291       2.2664       2.2982       2.2749
   11292       2.4256       2.3834       2.3386
   11293       2.4677       2.2723       2.2354
   11294       2.4031       2.3008       2.2351
   11295       2.3982       2.3356       2.1611
   11296       2.2765       2.2168       2.2028
   11297       2.5971       2.1435       2.1589
   11298       2.5369       2.0858       2.2868
   11299       2.2931       2.2695       2.1644
   11300       2.4318       2.2034       2.2177
   11301       2.4228       2.1758       2.4519
   11302       2.1482       2.2812       2.3001
   11303       2.3640       2.3650       2.3307
   11304       2.3540       2.2145       2.3373
   11305       2.4986       2.3271       2.1672
   11306       2.3996       2.3810       2.2494
   11307       2.2763       2.4474       2.1991
   11308       2.4051       2.1660       2.2232
   11309       2.5166       2.2036       2.1251
   11310       2.4709       2.1677       2.3319
   11311       2.4647       2.2875       2.2611
   11312       2.4531       2.3932       2.3333
   11313       2.5646       2.3002       2.2965
   11314       2.5091       2.3791       2.3066
   11315       2.2306       2.3210       2.1224
   11316       2.2212       2.3798       2.2362
   11317       2.2867       2.1848       2.2710
   11318       2.3180       2.1822       2.2421
   11319       2.4758       2.4118       2.2848
   11320       2.5088       2.2757       2.1720
   11321       2.4866       2.1259       2.0416
   11322       2.3231       2.2541       2.1349
   11323       2.3876       2.2053       2.2371
   11324       2.3045       2.2716       2.2770
   11325       2.5025       2.4455       2.2893
   11326       2.3113       2.2474       2.1891
   11327       2.5352       2.2214       2.2395
   11328       2.2647       2.3662       2.1814
   11329       2.5725       2.1945       2.2956
   11330       2.3816       2.2133       2.2843
   11331       2.5161       2.3278       2.2217
   11332       2.2043       2.2867       2.3847
   11333       2.1515       2.4480       2.1978
   11334       2.3003       2.1949       2.3403
   11335       2.2730       2.4089       2.0749
   11336       2.4355       2.2636       2.1687
   11337       2.4539       2.1917       2.0788
   11338       2.3591       2.2039       2.2322
   11339       2.5159       2.2674       2.1975
   11340       2.5316       2.3263       2.3377
   11341       2.6298       2.1865       2.2192
   11342       2.4407       2.2800       2.1961
   11343       2.4129       2.1703       2.1255
   11344       2.4736       2.2151       2.0132
   11345       2.7526       2.3589       2.1625
   11346       2.3372       2.1660       2.1611
   11347       2.4394       2.2739       2.1303
   11348       2.1798       2.4329       2.1310
   11349       2.3557       2.3501       2.1608
   11350       2.4006       2.2947       2.2213
   11351       2.3463       2.2415       2.1708
   11352       2.4639       2.2167       2.1909
   11353       2.3675       2.3045       2.3056
   11354       2.3051       2.2274       2.1015
   11355       2.3825       2.2414       2.2130
   11356       2.3405       2.2296       2.1682
   11357       2.3841       2.2878       2.4082
   11358       2.1975       2.1869       2.3933
   11359       2.4067       2.1768       2.3131
   11360       2.3129       2.3347       2.3140
   11361       2.4828       2.2637       2.1578
   11362       2.2836       2.1900       2.1826
   11363       2.3451       2.1977       2.4375
   11364       2.5625       2.1661       2.2041
   11365       2.4914       2.2216       2.1657
   11366       2.5088       2.4109       2.2117
   11367       2.4846       2.3706       2.0490
   11368       2.3834       2.2822       2.3247
   11369       2.2880       2.3449       2.3812
   11370       2.4960       2.3654       2.1228
   11371       2.5209       2.2243       2.1690
   11372       2.3999       2.3227       2.1984
   11373       2.5144       2.1984       2.2497
   11374       2.3077       2.3163       2.2336
   11375       2.6093       2.0557       2.2533
   11376       2.4881       2.3308       2.1561
   11377       2.4339       2.1268       2.2298
   11378       2.3784       2.1681       2.3040
   11379       2.2252       2.2471       2.1361
   11380       2.2093       2.2898       2.3344
   11381       2.3078       2.2739       2.1513
   11382       2.5825       2.3669       2.2018
   11383       2.5223       2.3875       2.2635
   11384       2.3102       2.4364       2.1469
   11385       2.3731       2.1062       2.1253
   11386       2.5963       2.1966       2.2153
   11387       2.2755       2.2739       2.2579
   11388       2.5389       2.2055       2.1882
   11389       2.2987       2.3094       2.1994
   11390       2.4197       2.3120       2.0706
   11391       2.1249       2.3344       2.2330
   11392       2.2996       2.2143       2.2059
   11393       2.3436       2.5403       2.1097
   11394       2.2959       2.2794       2.2446
   11395       2.3096       2.0840       2.1545
   11396       2.4186       2.2632       2.1258
   11397       2.3716       2.2388       2.1795
   11398       2.4295       2.1663       2.1337
   11399       2.3421       2.2653       2.3113
   11400       2.5488       2.3284       2.2830
   11401       2.3470       2.4394       2.2565
   11402       2.4147       2.3477       2.0423
   11403       2.3772       2.3296       2.1276
   11404       2.2668       2.1126       2.1779
   11405       2.4421       2.1976       2.2458
   11406       2.4443       2.2510       2.2267
   11407       2.3839       2.2352       2.2035
   11408       2.4094       2.3342       2.3236
   11409       2.2791       2.1333       2.3733
   11410       2.4598       1.9908       2.1444
   11411       2.3944       2.1747       2.2183
   11412       2.4239       2.2134       2.1351
   11413       2.2672       2.1749       2.2794
   11414       2.3687       2.1991       2.1507
   11415       2.1786       2.2749       2.2556
   11416       2.2441       2.1861       2.0226
   11417       2.4464       2.3778       2.2391
   11418       2.3606       2.2065       2.0828
   11419       2.4078       2.3210       2.4138
   11420       2.2983       2.3680       2.1732
   11421       2.2952       2.1308       2.2427
   11422       2.3549       2.2828       2.1066
   11423       2.3032       2.3684       2.2817
   11424       2.3133       2.2810       2.1968
   11425       2.5305       2.2471       2.0373
   11426       2.3019       2.2479       2.2116
   11427       2.5837       2.2611       2.0400
   11428       2.3825       2.1930       2.2022
   11429       2.4636       2.2777       2.2379
   11430       2.1934       2.2313       2.2642
   11431       2.6110       2.3142       2.3461
   11432       2.4048       2.3529       2.3188
   11433       2.3022       2.4740       2.3642
   11434       2.2787       2.3614       2.2284
   11435       2.5800       2.2683       2.3365
   11436       2.4138       2.2318       2.0466
   11437       2.5650       2.1169       2.1337
   11438       2.3187       2.2183       2.3926
   11439       2.3909       2.2160       2.1836
   11440       2.3180       2.2466       2.2348
   11441       2.3672       2.2663       2.2300
   11442       2.2284       2.1953       2.1653
   11443       2.4451       2.2697       2.2456
   11444       2.2985       2.2931       2.2951
   11445       2.5722       2.4029       2.2178
   11446       2.4013       2.2303       2.2137
   11447       2.5405       2.0750       2.3266
   11448       2.2988       2.3086       2.4436
   11449       2.4982       2.3002       2.2385
   11450       2.2823       2.2816       2.1545
   11451       2.3795       2.2639       2.0452
   11452       2.4134       2.1309       2.1080
   11453       2.3863       2.1612       2.2167
   11454       2.4490       2.3819       2.2890
   11455       2.1757       2.3164       2.2533
   11456       2.5176       2.2103       2.2159
   11457       2.3657       2.1826       2.4110
   11458       2.4115       2.1777       2.2741
   11459       2.8018       2.1949       2.3038
   11460       2.5630       2.1758       2.2410
   11461       2.2350       2.1052       2.1498
   11462       2.2598       2.1674       2.1801
   11463       2.3520       2.2894       2.3704
   11464       2.5236       2.2786       2.1966
   11465       2.4201       2.2130       2.1711
   11466       2.4500       2.1632       2.1638
   11467       2.5453       2.2840       2.3358
   11468       2.5026       2.2146       2.3353
   11469       2.4471       2.3110       2.3375
   11470       2.3846       2.3704       2.1431
