#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
     771       2.1113       4.0765       2.2950
     772       2.0886       4.0377       2.4940
     773       2.1459       4.0828       2.3406
     774       2.1047       4.0606       2.3678
     775       2.2869       4.1844       2.2312
     776       2.1585       4.0878       2.4667
     777       2.1274       4.0529       2.3921
     778       2.0983       4.0273       2.5304
     779       2.2216       4.2040       2.4411
     780       2.1319       4.0578       2.3838
     781       2.0486       4.0936       2.4302
     782       2.1191       4.1564       2.6892
     783       2.1460       4.1883       2.3582
     784       2.0119       3.9907       2.4594
     785       2.1851       4.1981       2.5033
     786       2.1716       4.1704       2.4865
     787       2.1175       4.0709       2.2614
     788       1.9690       4.0430       2.3128
     789       2.0428       4.0534       2.3801
     790       1.9672       3.9497       2.3691
     791       2.1387       3.9909       2.3027
     792       2.1946       4.1794       2.4369
     793       2.0639       4.0986       2.5307
     794       2.1426       4.1349       2.4158
     795       2.1978       4.2011       2.4517
     796       2.0777       4.0296       2.2854
     797       2.0631       4.0276       2.5247
     798       2.1431       3.9000       2.3710
     799       1.9474       3.7987       2.3049
     800       2.0493       4.1065       2.3598
     801       2.0637       4.0883       2.4203
     802       2.1238       4.0090       2.2763
     803       2.1837       4.1434       2.4215
     804       2.1879       4.1713       2.5078
     805       2.0713       4.1007       2.5243
     806       1.9673       3.9056       2.4116
     807       2.1550       4.1397       2.3083
     808       2.1783       4.1792       2.5582
     809       2.0892       4.0800       2.3571
     810       2.1783       4.0725       2.3365
     811       2.0545       4.0461       2.3114
     812       2.1042       4.0696       2.4770
     813       2.0729       4.0410       2.3206
     814       2.1035       4.0864       2.1967
     815       2.1658       4.0645       2.2110
     816       2.0881       4.0365       2.3909
     817       2.0417       3.9427       2.5167
     818       2.1190       3.9125       2.2029
     819       2.0412       4.0135       2.3701
     820       2.0323       3.9393       2.3757
     821       1.9649       3.9131       2.2513
     822       2.1442       4.0426       2.2514
     823       2.0740       4.0820       2.4052
     824       2.0568       3.9647       2.3515
     825       2.0385       4.0041       2.3289
     826       2.1200       4.0864       2.5224
     827       2.0745       4.0257       2.3117
     828       2.1207       4.1075       2.4924
     829       2.0740       4.0508       2.3327
     830       2.0956       4.0676       2.3424
     831       1.9700       3.9467       2.4455
     832       2.0580       4.0437       2.3164
     833       2.1082       4.0137       2.4028
     834       2.0112       4.0072       2.3987
     835       2.2216       3.9796       2.1156
     836       2.1443       4.1230       2.4500
     837       2.1287       4.1503       2.4551
     838       2.2291       4.1711       2.3465
     839       2.1456       4.1504       2.3920
     840       2.2063       4.2220       2.5143
     841       2.1045       3.9465       2.3518
     842       2.1286       4.1339       2.4189
     843       2.0792       3.9765       2.4427
     844       2.1120       4.0864       2.4981
     845       2.1112       4.0412       2.3655
     846       2.2474       4.1477       2.3856
     847       1.9696       4.0647       2.4087
     848       2.0250       3.9413       2.2018
     849       2.1118       4.0640       2.3661
     850       2.1242       4.0637       2.5219
     851       2.1633       4.1415       2.4659
     852       1.9233       3.9655       2.3772
     853       2.1272       4.0633       2.4106
     854       2.1667       4.1317       2.5422
     855       2.0390       4.0368       2.4460
     856       2.0271       4.0725       2.4218
     857       2.0605       4.0348       2.3998
     858       2.1909       4.0925       2.3430
     859       2.1022       4.0444       2.3259
     860       2.0939       3.9382       2.2757
     861       1.9594       3.9974       2.4441
     862       2.0874       4.0686       2.3053
     863       2.1105       4.1191       2.3487
     864       2.0644       4.0104       2.3431
     865       2.1189       4.1203       2.3186
     866       2.1341       4.2004       2.4751
     867       2.1122       4.0821       2.4933
     868       2.0560       4.0710       2.3226
     869       2.1667       4.1086       2.4300
     870       2.0357       3.9759       2.3759
     871       2.1313       4.0801       2.5593
     872       2.0870       4.0388       2.5191
     873       2.1226       4.0584       2.4895
     874       2.1338       4.1462       2.5122
     875       2.0822       4.1456       2.3792
     876       1.9542       3.9879       2.2951
     877       2.0172       3.9750       2.4499
     878       2.0908       4.0769       2.4864
     879       2.1184       4.0545       2.5153
     880       2.1719       4.0717       2.4831
     881       2.1032       4.1077       2.4386
     882       2.0808       3.9826       2.3257
     883       2.0646       3.9942       2.1613
     884       2.1071       4.0152       2.3213
     885       1.9873       3.9775       2.5012
     886       2.0339       4.0330       2.3256
     887       2.0574       4.0547       2.3475
     888       1.9635       3.9123       2.3069
     889       2.1136       4.1095       2.5077
     890       2.0902       4.0792       2.6069
     891       2.1496       4.0044       2.2889
     892       2.1960       4.1505       2.3325
     893       2.0010       3.9939       2.3393
     894       2.0134       3.8949       2.2560
     895       2.2684       4.2173       2.5324
     896       2.1405       4.0743       2.1708
     897       2.1643       4.2411       2.3303
     898       2.1458       4.1128       2.4161
     899       1.9752       3.9926       2.4462
     900       2.0714       4.0186       2.4118
     901       2.0652       4.1152       2.4065
     902       2.0585       3.9906       2.3184
     903       2.0828       4.0655       2.4689
     904       2.0678       4.1241       2.5180
     905       2.1914       4.1211       2.4586
     906       2.0372       4.0842       2.4703
     907       2.1566       4.1576       2.3047
     908       2.1393       4.1038       2.2878
     909       2.0951       4.0589       2.2900
     910       2.2310       4.2369       2.4050
     911       2.1312       4.1636       2.3835
     912       1.9929       4.0418       2.6007
     913       2.0680       4.0424       2.4220
     914       1.9929       4.0238       2.3955
     915       2.0805       4.1434       2.5561
     916       2.1979       4.1851       2.3439
     917       2.1686       4.1324       2.3816
     918       2.1194       4.0827       2.1159
     919       2.0683       3.9934       2.2922
     920       2.2212       4.1946       2.4271
     921       2.1365       4.0977       2.4067
     922       2.0825       4.0178       2.2850
     923       2.0766       3.9885       2.4027
     924       2.0936       3.9901       2.0886
     925       2.1135       3.9852       2.2471
     926       2.0275       3.9906       2.2504
     927       2.0832       3.9462       2.1472
     928       2.0839       3.9347       2.4670
     929       2.0622       4.0037       2.2998
     930       1.9910       4.0039       2.2801
     931       2.1114       4.0421       2.4340
     932       2.0516       3.9625       2.2522
     933       2.2321       4.0555       2.5416
     934       2.2536       3.9862       2.3374
     935       2.1277       4.1126       2.3851
     936       2.1319       3.8950       2.2635
     937       2.0066       4.0354       2.2446
     938       2.2070       4.1162       2.3300
